매장이름,위도주소,경도주소,매장타입,매장주소,시도
방배로,37.4793434,126.9994968,general,서울특별시 서초구 방배로 52 (방배동),서울특별시
강남교보타워R,37.50371078,127.0243353,reserve,서울특별시 서초구 강남대로 465 (서초동),서울특별시
방배다이치빌딩,37.484329,126.995872,general,서울특별시 서초구 방배로 114 (방배동),서울특별시
센트럴F1,37.505148,127.004395,general,서울특별시 서초구 신반포로 176 (반포동),서울특별시
서초역이화빌딩,37.487931,127.009126,general,서울특별시 서초구 반포대로21길 3 (서초동),서울특별시
서초구청,37.48435384,127.0300905,general,서울특별시 서초구 남부순환로 2557 (서초동),서울특별시
서초우성사거리,37.493545,127.02943,general,서울특별시 서초구 강남대로 343 (서초동),서울특별시
이수역사거리,37.48585,126.983027,general,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",서울특별시
강남대로신사,37.51489,127.019469,general,서울특별시 서초구 강남대로 595 (잠원동),서울특별시
서울고속터미널,37.5045697,127.0061603,general,서울특별시 서초구 신반포로 194 (반포동),서울특별시
방배,37.491914,126.9904974,general,서울특별시 서초구 방배로 211,서울특별시
방배카페거리,37.4934767,126.9865297,general,서울특별시 서초구 방배중앙로 162 (방배동),서울특별시
서초법원,37.49297,127.011875,general,서울특별시 서초구 서초대로 274 (서초동),서울특별시
청계산입구역,37.447323,127.05625,general,서울특별시 서초구 청계산로 203 (신원동),서울특별시
사당로데오,37.4772752,126.9821605,general,서울특별시 서초구 방배천로 5-4(방배동),서울특별시
파미에파크R,37.5030521,127.004362,reserve,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,서울특별시
양재역,37.48237953,127.0368534,reserve,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,서울특별시
논현역,37.51143761,127.0205487,general,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,서울특별시
이수역,37.4864664,126.9827403,general,서울특별시 서초구 동작대로 112 (방배동),서울특별시
내방역,37.490004,126.992455,general,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,서울특별시
서초파라곤,37.49563031,127.0270931,general,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,서울특별시
서울아트센터,37.480866,127.012368,general,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,서울특별시
서초중앙로,37.501691,127.01152,general,서울특별시 서초구 서초중앙로 225,서울특별시
센트럴시티,37.504707,127.004459,general,서울특별시 서초구 신반포로 176 (반포동),서울특별시
강남삼성타운,37.49562035,127.0277144,general,서울특별시 서초구 서초대로78길 24 (서초동),서울특별시
방배역,37.48200755,126.9976438,general,서울특별시 서초구 방배로 84 (방배동),서울특별시
반포역,37.508589,127.011959,general,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,서울특별시
남부터미널,37.48467334,127.0169464,general,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",서울특별시
뉴코아강남,37.51031339,127.0069582,general,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,서울특별시
강남서초초교,37.5000875,127.0254909,general,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",서울특별시
교대,37.4923611,127.0142207,general,서울특별시 서초구 서초중앙로 118 (서초동),서울특별시
하이브랜드,37.46252023,127.036668,general,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",서울특별시
신논현역,37.50529,127.023636,general,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,서울특별시
영동2교,37.48203954,127.0425748,general,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",서울특별시
남부터미널역5번출구,37.48436736,127.0142192,general,서울특별시 서초구 효령로 274 (서초동),서울특별시
서래마을입구,37.49925284,126.9984801,general,서울특별시 서초구 서래로 48 (반포동),서울특별시
몬테소리,37.4982695,127.026865,general,서울특별시 서초구 강남대로 399 (서초동),서울특별시
서초역,37.49067495,127.0086118,general,서울특별시 서초구 반포대로 118 (서초동),서울특별시
교대법원,37.496329,127.013336,general,서울특별시 서초구 서초중앙로 164 (서초동),서울특별시
강남GT타워,37.49790791,127.0261626,general,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",서울특별시
서초동,37.485941,127.021525,general,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",서울특별시
서울교대,37.487397,127.015134,general,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",서울특별시
강남에비뉴,37.50257781,127.0241059,general,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",서울특별시
반포자이,37.50717048,127.0099189,general,서울특별시 서초구 잠원로 24 (반포동),서울특별시
서초태우빌딩,37.48870505,127.0315812,general,서울특별시 서초구 강남대로 285 (서초동),서울특별시
교대역3번출구,37.49434566,127.0149005,general,서울특별시 서초구 서초중앙로24길 10 (서초동),서울특별시
반포원베일리,37.50465708,126.999033,general,서울특별시 서초구 반포대로 291 (반포동),서울특별시
강남역우송빌딩,37.49813146,127.0252791,general,서울특별시 서초구 서초대로73길 7 (서초동),서울특별시
서이초교사거리,37.4918146,127.0252252,general,서울특별시 서초구 사임당로 143 (서초동),서울특별시
서울웨이브아트센터,37.518807,127.00704,general,서울특별시 서초구 잠원로 145-35 (잠원동),서울특별시
길음역,37.602139,127.025271,general,서울특별시 성북구 정릉로 376 (돈암동),서울특별시
미아이마트,37.610678,127.029921,general,서울특별시 성북구 도봉로 17 (길음동),서울특별시
종암DT,37.5919525,127.0360401,generalDT,서울특별시 성북구 종암로 17 (종암동),서울특별시
미아,37.607581,127.029303,general,서울특별시 성북구 동소문로 314 (하월곡동),서울특별시
성신여대정문,37.59091,127.0188,general,서울특별시 성북구 보문로34길 62 (동선동2가),서울특별시
종암,37.601095,127.033847,general,서울특별시 성북구 종암로 122 (종암동),서울특별시
삼선교,37.588696,127.0073207,general,서울특별시 성북구 동소문로 10 (동소문동2가),서울특별시
월곡역,37.601718,127.040446,general,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",서울특별시
고대,37.58397192,127.0297352,general,서울특별시 성북구 고려대로24길 51 (안암동5가),서울특별시
현대미아,37.60837822,127.0287483,general,서울특별시 성북구 동소문로 315 (길음동) 지하1층,서울특별시
성신여대,37.593135,127.018379,general,서울특별시 성북구 동소문로24길 12 (동선동1가),서울특별시
안암역,37.586319,127.030556,general,서울특별시 성북구 고려대로 102-2 (안암동5가),서울특별시
한성대입구역,37.589054,127.004839,general,서울특별시 성북구 성북로 11 (성북동1가),서울특별시
고대안암병원,37.5868789,127.0282033,general,서울특별시 성북구 고려대로 73 (안암동5가),서울특별시
장위뉴타운,37.61807232,127.0515285,general,서울특별시 성북구 장월로38길 4 (장위동),서울특별시
성신여대입구역,37.59305,127.0167,general,서울특별시 성북구 동소문로 105 (동선동4가),서울특별시
송파나루역DT,37.51098709,127.1101186,generalDT,서울특별시 송파구 오금로 142 (송파동),서울특별시
송파헬리오시티,37.49778269,127.102852,general,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",서울특별시
잠실시그마타워,37.514567,127.102493,general,서울특별시 송파구 올림픽로 289 (신천동),서울특별시
문정법원로R,37.48735627,127.1191198,reserve,서울특별시 송파구 송파대로 201 (문정동),서울특별시
송파개롱역,37.496956,127.13652,general,서울특별시 송파구 오금로 420 (가락동),서울특별시
문정하비오,37.48211913,127.1235407,general,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",서울특별시
문정역,37.4852965,127.1222768,general,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",서울특별시
잠실대교남단R,37.515511,127.099006,reserve,서울특별시 송파구 송파대로 570 타워 730 1층,서울특별시
송파위례,37.478416,127.143161,general,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",서울특별시
송파방이DT,37.506564,127.120495,generalDT,서울특별시 송파구 오금로 241 (방이동),서울특별시
올림픽평화의문,37.5156426,127.1164819,general,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,서울특별시
송파아이파크,37.47979344,127.1224204,general,서울특별시 송파구 법원로 55 (문정동),서울특별시
송파사거리,37.5022788,127.1103904,general,서울특별시 송파구 송파대로 386 (송파동),서울특별시
석촌서호,37.5063929,127.0964684,general,서울특별시 송파구 석촌호수로 176 (삼전동),서울특별시
문정로데오,37.49185843,127.126231,general,서울특별시 송파구 동남로 141 (가락동),서울특별시
올림픽훼미리,37.49161638,127.1162657,general,서울특별시 송파구 중대로 68 (문정동),서울특별시
올림픽공원남문,37.5133,127.123113,general,서울특별시 송파구 위례성대로 102 (방이동),서울특별시
방이역,37.50849041,127.1267765,general,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",서울특별시
석촌호수,37.50957859,127.1053264,general,서울특별시 송파구 석촌호수로 262 (송파동),서울특별시
잠실푸르지오월드,37.517649,127.103426,general,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",서울특별시
잠실새내역,37.511679,127.081062,general,서울특별시 송파구 올림픽로 96 (잠실동),서울특별시
잠실역,37.515272,127.099231,general,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",서울특별시
갤러리아팰리스,37.51108365,127.0938059,general,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",서울특별시
아시아선수촌,37.51059,127.079047,general,서울특별시 송파구 백제고분로 69 (잠실동),서울특별시
올림픽아파트,37.515315,127.133237,general,서울특별시 송파구 양재대로 1220 (방이동),서울특별시
가락본동,37.49481239,127.1188348,general,서울특별시 송파구 송파대로30길 13 (가락동),서울특별시
석촌역,37.5042626,127.1061077,general,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",서울특별시
가락시장역,37.49442876,127.1217432,general,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",서울특별시
가든파이브,37.47797468,127.1211852,general,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴,서울특별시
문정역2번출구,37.4862934,127.1232027,general,서울특별시 송파구 문정로 1 (문정동),서울특별시
잠실본동,37.50864459,127.079491,general,"서울특별시 송파구 백제고분로 91 (잠실동), 1층",서울특별시
송파NC,37.47804419,127.1258008,general,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층,서울특별시
